gender,total_words,theme,theme_keyword_count,theme_keyword_normalized_term_frequency,theme_cSFIDF,id
men,5075615,Characterization,64949,0.012796281829886624,0.4069417102306081,point estimate
men,5075615,Clothing/Makeup/Appearance ,6727,0.0013253566316594146,0.21333457316114196,point estimate
men,5075615,Drugs and Addiction,27407,0.005399739735972882,0.3367923997647125,point estimate
men,5075615,Emotions,5748,0.0011324736017211707,0.19870230139513437,point estimate
men,5075615,Explicit Reference to Defendant’s Gender ,5673,0.0011176970672519488,0.1911875520373707,point estimate
men,5075615,Figurative/Metaphorical Language,9453,0.0018624344045007355,0.24245920106755817,point estimate
men,5075615,Gender and Gender Roles,30698,0.0060481340684823415,0.3364404921832421,point estimate
men,5075615,Immigration,12790,0.002519891678151318,0.2664754845279844,point estimate
men,5075615,Intimate Partner Relationships,6755,0.001330873204527924,0.20975082271850767,point estimate
men,5075615,Mental Health/Mental Disability,38480,0.007581347285008812,0.3596907324621575,point estimate
men,5075615,Parenting Language,102855,0.02026453937109099,0.45285960100956785,point estimate
men,5075615,Racial Tropes,16335,0.003218329207396542,0.30250460867619694,point estimate
men,5075615,Religion ,4991,0.0009833291138118237,0.19573466637819098,point estimate
men,5075615,Sexual Language,22555,0.004443796466044016,0.30032574370058607,point estimate
men,5075615,Sexuality,381,7.506479510364754e-05,0.07014106028746721,point estimate
men,5075615,Socioeconomic Status/Spending/Poverty,12235,0.0024105453230790753,0.25720110170463295,point estimate
men,5075615,Testimony re Gender-Based Violence ,15373,0.003028795525271322,0.2839056525319587,point estimate
men,5075615,Women’s Non-Domestic Work,8592,0.0016927997887940674,0.23416954565159356,point estimate
women,5634638,Characterization,85884,0.015242150427409888,0.4441333947643861,point estimate
women,5634638,Clothing/Makeup/Appearance ,8586,0.0015237891058839982,0.22874799580915903,point estimate
women,5634638,Drugs and Addiction,27895,0.0049506285940640726,0.3224824180321712,point estimate
women,5634638,Emotions,8895,0.0015786284762215426,0.23460043867153835,point estimate
women,5634638,Explicit Reference to Defendant’s Gender ,11971,0.002124537547931207,0.2635905051174183,point estimate
women,5634638,Figurative/Metaphorical Language,10063,0.001785917746623652,0.23742634304909235,point estimate
